Assembly ID,Sequence ID,Length,OrderInFile,MD5
rTilRug0.5.asm,haplotype1-0000094,23161,93,2f762e178f02e2563e70e8ecb0455dbd
rTilRug0.5.asm,haplotype1-0000095,406813,94,6c676d89c515aedef4dc4ca4778d9c30
rTilRug0.5.asm,haplotype1-0000096,15184,95,30018ac662e34e869f2192e55b2f299c
rTilRug0.5.asm,haplotype1-0000097,21826,96,5240a465f0daf8fb453cdd7b2cf3ea9d
rTilRug0.5.asm,haplotype1-0000098,358866,97,276060fdd7832a1458f8ab62a7f73f56
rTilRug0.5.asm,haplotype1-0000099,21346,98,a96b846923153894c40b0e2e542f1cfb
rTilRug0.5.asm,haplotype1-0000100,18011,99,41d21c5bd007811e00b5cab7ffda2261
rTilRug0.5.asm,haplotype1-0000101,23254,100,4d660d436da91bef48720992717d074f
rTilRug0.5.asm,haplotype1-0000102,19347,101,0460c4d1023819fdba64e5880138f1cb
rTilRug0.5.asm,haplotype1-0000103,26548,102,765e770e4c4ea2af68067d30efacfb64
rTilRug0.5.asm,haplotype1-0000104,183486,103,7100450fbc72f22028e0af90465e34b0
rTilRug0.5.asm,haplotype1-0000105,478173,104,b7dd7d8fa21d9c0b0acf23ada941be22
rTilRug0.5.asm,haplotype1-0000106,29247,105,5139ec61f10820e5e77a683ed7b83c1a
rTilRug0.5.asm,haplotype1-0000107,33672,106,2ce603a9c91aeefd190c0a96ebb1530e
rTilRug0.5.asm,haplotype1-0000108,32927,107,0ecad6f07e472a207a611de8dcb97584
rTilRug0.5.asm,haplotype1-0000109,15541,108,b1a6bdb2e0a5211ea19d418673ed51fa
rTilRug0.5.asm,haplotype1-0000110,45655,109,ed931ca4cd156177f10a6868e0d6f9fc
rTilRug0.5.asm,haplotype1-0000111,59795,110,4bf26f8e5f7b7c16a3dd4d218bafa038
rTilRug0.5.asm,haplotype1-0000112,38334,111,7db18db7939c0feaef1d9beb9d1eb296
rTilRug0.5.asm,haplotype1-0000113,13786,112,b2194bda5609cc8f605bd885eef1280a
rTilRug0.5.asm,haplotype1-0000114,13351,113,6a2d94bda69601ef1dd70b7fbc93eed9
rTilRug0.5.asm,haplotype1-0000115,165065,114,d0b67664b066cb95d4f03394416e970e
rTilRug0.5.asm,haplotype1-0000116,151813,115,f41d2cd7c1dc28d0f756accf808eef41
rTilRug0.5.asm,haplotype1-0000117,29869,116,88c7bc8793be024f327b9b88719a71c0
rTilRug0.5.asm,haplotype1-0000118,24901,117,50054d584ac51ba495edc7812d1cb6f9
rTilRug0.5.asm,haplotype1-0000119,24765,118,8151fc22b4aeb380a6ef928de24a0e9f
rTilRug0.5.asm,haplotype1-0000120,272969,119,be044ba6c96f6f69550f471a54c64c4f
rTilRug0.5.asm,haplotype1-0000121,177456,120,ee933539a19036c3431ac36e7ef3746d
rTilRug0.5.asm,haplotype1-0000122,22599,121,2bc9055cdeeffb8d224e5ca5ff9a6000
rTilRug0.5.asm,haplotype1-0000123,26983,122,4d8740bd1c06bc05640779e30effd71e
rTilRug0.5.asm,haplotype1-0000124,21327,123,86d34739cd7df19bde1588bd2d1432e2
rTilRug0.5.asm,haplotype1-0000125,28062,124,a636da3e329f9fda7ead47f75b4d430d
rTilRug0.5.asm,haplotype1-0000126,22005,125,ab249216fd40ea63c246ceeb36f4392a
rTilRug0.5.asm,haplotype1-0000127,31889,126,0e763be51c6f9739d1bdfc0c9e819105
rTilRug0.5.asm,haplotype1-0000128,26208,127,9626491f3875a275bcc7a4551b3fa74e
rTilRug0.5.asm,haplotype1-0000129,17154,128,7c50cf6702aba30fb00fa9a9c55a2da4
rTilRug0.5.asm,haplotype1-0000130,24181,129,a7d5b84364ee34a24de9adb125cfb57e
rTilRug0.5.asm,haplotype1-0000131,56687,130,a11eca95b8a467f2d5ee934281ee8f60
rTilRug0.5.asm,haplotype1-0000132,67424,131,ed107d205e8fd7f52a0f43dd1ff7d536
rTilRug0.5.asm,haplotype1-0000133,611627,132,301972646397c6cfc2fcc1ca19f70fbc
rTilRug0.5.asm,haplotype1-0000134,122595,133,a3a6921d5c014f6116bf84f4615d60a5
rTilRug0.5.asm,haplotype1-0000135,116935,134,ca163696e520b39299f2439fe587359d
rTilRug0.5.asm,haplotype1-0000136,31922,135,9043ccabfe24931286e1c7ab105f3420
rTilRug0.5.asm,haplotype1-0000137,63992,136,997f95decdf70c6f7968e95f28507b00
rTilRug0.5.asm,haplotype1-0000138,12226,137,b9ae49349ff0a206fb2005e86f5e5b84
rTilRug0.5.asm,haplotype1-0000139,18362,138,de622ee64b4d1ebcde12d3fc56654f1d
rTilRug0.5.asm,haplotype1-0000140,19758,139,fc9285c6ca0f8f43b47646ce7be2f75c
rTilRug0.5.asm,haplotype1-0000141,54063,140,0e9ce4bb7345b1bb2467d32e87ced41d
rTilRug0.5.asm,haplotype1-0000142,35204,141,3f6df518af736d5968e4fb1f86a891b7
rTilRug0.5.asm,haplotype1-0000143,27582,142,a4ee10a9609bd5bb6c92a3abd9939d75
rTilRug0.5.asm,haplotype1-0000144,20258,143,e88d10fa27a4d7f197809e4275f157b6
rTilRug0.5.asm,haplotype1-0000145,548567,144,84bbe20c07973cfc668b2c15f1af3b7a
rTilRug0.5.asm,haplotype1-0000146,20482,145,45eb5937241e69f60f727fa6617749ce
rTilRug0.5.asm,haplotype1-0000147,11343,146,078c18dcdf92a3cdf0056aa242d5d0b7
rTilRug0.5.asm,haplotype2-0000337,32269325,147,c1d5c80b5a341277d8bda3da5e8c653e
rTilRug0.5.asm,haplotype2-0000338,11250744,148,ad5eeebdafd1ffc51092fd80abee1f31
rTilRug0.5.asm,haplotype2-0000339,31848577,149,3f9342e71423698defbfb696f6b83c41
rTilRug0.5.asm,haplotype2-0000340,105551887,150,462b372d1e5bfebc498f79f36bf10b5f
rTilRug0.5.asm,haplotype2-0000341,55448703,151,154ad2fd346695dbefdea6e3c6c989b4
rTilRug0.5.asm,haplotype2-0000342,24680516,152,7fa352007006dfb9b4edc8755cb31666
rTilRug0.5.asm,haplotype2-0000343,147324925,153,8a4d6242042f2b4ce27846f818d35dae
rTilRug0.5.asm,haplotype2-0000344,126013514,154,e0feb8b2204d6956cc0c1859a43e085b
rTilRug0.5.asm,haplotype2-0000345,5632015,155,7da829101b291c1fa2141f56a64957a7
rTilRug0.5.asm,haplotype2-0000346,9582836,156,3f9fc08547488d91a682892e0b2d002b
rTilRug0.5.asm,haplotype2-0000347,54385983,157,9bde48177772d991db561eea9c709981
rTilRug0.5.asm,haplotype2-0000348,4469824,158,7f2e57fe5ee68005acb36edabae9b4de
rTilRug0.5.asm,haplotype2-0000349,10977162,159,215bcbd0751d6340dbcccb99a0f27681
rTilRug0.5.asm,haplotype2-0000350,8139430,160,8ba38e49efd155fe8cf3202c6cb75b91
rTilRug0.5.asm,haplotype2-0000351,22705555,161,578a4fa5421c8402602020ed28286c2c
rTilRug0.5.asm,haplotype2-0000352,10101282,162,27250c5bcd31230b9c9ac069e01e9e98
rTilRug0.5.asm,haplotype2-0000353,8973593,163,6acdae99f2489094bb239879ad090cc3
rTilRug0.5.asm,haplotype2-0000354,8054641,164,357a3f0e299db19556f76fb38131929f
rTilRug0.5.asm,haplotype2-0000355,2009189,165,5b8c7d25ed1c6545523b48aad28e7c01
rTilRug0.5.asm,haplotype2-0000356,2291409,166,cf0ee17ce114c8dc6c98a526a3b22379
rTilRug0.5.asm,haplotype2-0000357,1128220,167,004f858b103e00345600b18a9e9776f7
rTilRug0.5.asm,haplotype2-0000358,743181,168,585aef956cef6a9f95acd2359f77b614
rTilRug0.5.asm,haplotype2-0000359,10610467,169,db297885c303689807c94db8fda46d48
rTilRug0.5.asm,haplotype2-0000360,962748,170,1077abb639815f4809e61d161acbcff5
rTilRug0.5.asm,haplotype2-0000361,775199,171,eb6aa32e2014f6075809432a85bf72e0
rTilRug0.5.asm,haplotype2-0000362,54048046,172,cd0246e8bc2bc04d0b1285d72acc275c
rTilRug0.5.asm,haplotype2-0000363,9853612,173,ce3f053b2f31d9b84ebff5ec74a61a97
rTilRug0.5.asm,haplotype2-0000364,5808102,174,a2406014f23da003c5cf4f237f0b66df
rTilRug0.5.asm,haplotype2-0000365,26357755,175,c2cbe653c976e2b1a99ce690a1f368bf
rTilRug0.5.asm,haplotype2-0000366,9763781,176,05bb31a57a8565ec6767b612622168f0
rTilRug0.5.asm,haplotype2-0000367,13208113,177,2dd0e9756b41366a76ada09801cbc1bc
rTilRug0.5.asm,haplotype2-0000368,5077928,178,45ef5f4eee33b7885a875cb8364a456b
rTilRug0.5.asm,haplotype2-0000369,23974743,179,fd23e6f4ce1ba83a258d5f58fc33bea5
rTilRug0.5.asm,haplotype2-0000370,11633182,180,e0b18e0851aad2686d7de9ee4f87d977
rTilRug0.5.asm,haplotype2-0000371,21272174,181,5aa8628b5586d74b7daebdfcfa7d98aa
rTilRug0.5.asm,haplotype2-0000372,4064542,182,107214eaa62edff497ef7fe9ad21ce99
rTilRug0.5.asm,haplotype2-0000373,37581272,183,6e275762a23c37efd09cadf243fb1179
rTilRug0.5.asm,haplotype2-0000374,3532295,184,78255280e9bbb82cea56a951b890cf40
rTilRug0.5.asm,haplotype2-0000375,1463437,185,8c42d3daacb3977b5c8bf4417b419769
rTilRug0.5.asm,haplotype2-0000376,2860601,186,991fb8ad75b232af4c48af7ee9a10718
rTilRug0.5.asm,haplotype2-0000377,10960604,187,b2162b2eb3a8a7c3521c1102ff7ad2e9
rTilRug0.5.asm,haplotype2-0000378,107390317,188,fa7bc946dccfae6d400f9617c6ed98ae
rTilRug0.5.asm,haplotype2-0000379,6828368,189,01286d1f5bc0fadb53e702a40c5a3e4e
rTilRug0.5.asm,haplotype2-0000380,4195956,190,ba6f9e4936121f768a1bc57e4f054e1f
rTilRug0.5.asm,haplotype2-0000381,73131996,191,9d1c0770c4e886c55073c2159eb9a7b4
rTilRug0.5.asm,haplotype2-0000382,6824728,192,020453ab9c17eaaed8a4f99828b9eaad
rTilRug0.5.asm,haplotype2-0000383,46809113,193,f6a344f6b2a06f514bed29cc252d435d
rTilRug0.5.asm,haplotype2-0000384,19662882,194,514a5aed41c0659e8b903019548beb0f
rTilRug0.5.asm,haplotype2-0000385,2943518,195,bb77d7c32e678a338fd72cc08c0416bf
rTilRug0.5.asm,haplotype2-0000386,11219221,196,898daf51d06abf09b97a2db8b2381a3d
rTilRug0.5.asm,haplotype2-0000387,6394569,197,53a6be3c133b284c2dd89c4257b77bf9
rTilRug0.5.asm,haplotype2-0000388,13522471,198,7ee2e64f252f4f364816dd5b235439a1
rTilRug0.5.asm,haplotype2-0000389,8871246,199,e3ce88d0183595eb3a0742edf5a9ef83
rTilRug0.5.asm,haplotype2-0000390,1157808,200,0f1298ea961990566f26ca47a3a09cd2
rTilRug0.5.asm,haplotype2-0000391,1660299,201,b501a3ad7edfd0fbf99364fa74841033
rTilRug0.5.asm,haplotype2-0000392,20108614,202,f1a5b21bdafbee5f6b8cab568c8e1fc3
rTilRug0.5.asm,haplotype2-0000393,3149080,203,391b5cdde8234372a177b4cdc085dc6b
rTilRug0.5.asm,haplotype2-0000394,6152076,204,2003434e74fec01dc66a099285641afb
rTilRug0.5.asm,haplotype2-0000395,10096186,205,ac8f53499b448126496b732935316557
rTilRug0.5.asm,haplotype2-0000396,2655194,206,25f548074f5d4ca984a21f8374a6a667
rTilRug0.5.asm,haplotype2-0000397,4777684,207,22c5224c889144528a6805da06342b5e
rTilRug0.5.asm,haplotype2-0000398,5159144,208,baccfc9d487cc00bd1c693d2eda2fab0
rTilRug0.5.asm,haplotype2-0000399,1024795,209,0c7735de4e174ad7aa99fcdcb5a08eda
rTilRug0.5.asm,haplotype2-0000400,30269557,210,f17a6c2e9c3f6ae68259e1ce9cbdabb6
rTilRug0.5.asm,haplotype2-0000401,834808,211,08accccbcae1d73d8b6195feef6874dd
rTilRug0.5.asm,haplotype2-0000402,4043071,212,e32b3a6f13f9dbc644ddc4d45fe4a823
rTilRug0.5.asm,haplotype2-0000403,24124590,213,b8e9b03b31f0d10676c4e6443d5d012c
rTilRug0.5.asm,haplotype2-0000404,15740075,214,e4a163371bb88545edbd03f048ab17ad
rTilRug0.5.asm,haplotype2-0000405,13823546,215,12e3b343638ebd6b336af668fd85067a
rTilRug0.5.asm,haplotype2-0000406,72796755,216,4890c8002a1bfa3a4c61100504fbc712
rTilRug0.5.asm,haplotype2-0000407,9302611,217,b2b630f7961a752918d80cb9fd239fe0
rTilRug0.5.asm,haplotype2-0000408,15627099,218,24935c1aeba768ab4c75239cf7b416e9
rTilRug0.5.asm,haplotype2-0000409,46213608,219,d082bc4fb042eb18660d0b6f93496fff
rTilRug0.5.asm,haplotype2-0000410,2841245,220,b1e84cc0acb17fccf89ae4d2e977927e
rTilRug0.5.asm,haplotype2-0000411,1663289,221,71430ce1fba8dc51052dcbdb5ae293e3
rTilRug0.5.asm,haplotype2-0000412,33107810,222,704a0d974e835592a8975583646389f9
rTilRug0.5.asm,haplotype2-0000413,10348488,223,890f5da84c07256fa5fba0dee33198ce
rTilRug0.5.asm,haplotype2-0000414,44474638,224,9768497ad61e3dc62c8eceffba9c06c9
rTilRug0.5.asm,haplotype2-0000415,18391564,225,463a5aa87620ec7acc8d3913f4ce88e6
rTilRug0.5.asm,haplotype2-0000416,5039088,226,27c3d517c7587662b3c48fb44d597aa5
rTilRug0.5.asm,haplotype2-0000417,86774,227,f495c7b2dd39e7f3af207f8528bae4bf
rTilRug0.5.asm,haplotype2-0000418,55220,228,93bec6c51dcea890aecfb6704ec31012
rTilRug0.5.asm,haplotype2-0000419,56901,229,d6e09aa8d7e81d73c98749d1d0802656
rTilRug0.5.asm,haplotype2-0000420,135494,230,32b255bfb0aea2b568849f71319232bb
rTilRug0.5.asm,haplotype2-0000421,62520,231,bd6216e28f482c49f1ce81986f5598e7
rTilRug0.5.asm,haplotype2-0000422,29946,232,28758fa0bdd08545cba9cd6f7698f503
rTilRug0.5.asm,haplotype2-0000423,12435,233,40fd7113a185e29b6964b9576ecb6bf5
rTilRug0.5.asm,haplotype2-0000424,13811,234,93069b580b101a01dbb87235949b595c
rTilRug0.5.asm,haplotype2-0000425,25324,235,f3508a91725c38d9b3bb0d47ae962fe5
rTilRug0.5.asm,haplotype2-0000426,27101,236,acf3aba742e4470a3efb062c64c9d3c5
rTilRug0.5.asm,haplotype2-0000427,32012,237,dae168754eea09276f38d2299e246cbc
rTilRug0.5.asm,haplotype2-0000428,37626,238,9f02484d884f0a5bcf310dd3ed04a0c3
rTilRug0.5.asm,haplotype2-0000429,42776,239,f8c57b06454dd35490ace6e84ee96fa9
rTilRug0.5.asm,haplotype2-0000430,24594,240,b97585a2a14108697e1311f56db6fc25
rTilRug0.5.asm,haplotype2-0000431,26770,241,9953c54bdb9d4c868648e542db6da951
rTilRug0.5.asm,haplotype2-0000432,36353,242,8cbcf3f6aaa7b32ed9df8712ec6ea0e6
rTilRug0.5.asm,haplotype2-0000433,13021,243,448e905b75ebf2b2cac92822701b49d8
rTilRug0.5.asm,haplotype2-0000434,29183,244,b9576e7c7e22b63f65b5169857193844
rTilRug0.5.asm,haplotype2-0000435,27452,245,288a5b346c796a3a6e6e5624fe23cdb7
rTilRug0.5.asm,haplotype2-0000436,284029,246,d5f18d279e7a7849dd5057eb2d329bb0
rTilRug0.5.asm,haplotype2-0000437,12593,247,f803c186e202bbec7ca83e1f65b03c11
rTilRug0.5.asm,haplotype2-0000438,28447,248,6a07107a2bc79ad5750bad08c87742f1
rTilRug0.5.asm,haplotype2-0000439,26289,249,8821c656df5d070796077fae1bf6dd1b
rTilRug0.5.asm,haplotype2-0000440,46230,250,ae3ae8d548a172e15d1356408e51b8f2
rTilRug0.5.asm,haplotype2-0000441,614198,251,c46283e214faaba47fc65b10c7bfa37b
rTilRug0.5.asm,haplotype2-0000442,390039,252,cfed73e4a605b6a37ee4afac5d3aa226
rTilRug0.5.asm,haplotype2-0000443,15795,253,88c71e5bd82a56298ee6c7be1d2ebe6b
rTilRug0.5.asm,haplotype2-0000444,16645,254,d8a5df4db555a825bdbf1e620be95e81
rTilRug0.5.asm,haplotype2-0000445,55375,255,6876ca60640e579762efdbed39f7339e
rTilRug0.5.asm,haplotype2-0000446,26411,256,4b344c71e04816da6b000bcceba2968d
rTilRug0.5.asm,haplotype2-0000447,31433,257,77e113c7dfc76663781337adc6cb50b1
rTilRug0.5.asm,haplotype2-0000448,695190,258,d4b323411a52421ec1a6cd4a601bf697
rTilRug0.5.asm,haplotype2-0000449,74232,259,95ce3230d2155d7a2626f25da83792ca
rTilRug0.5.asm,haplotype2-0000450,177456,260,ee933539a19036c3431ac36e7ef3746d
rTilRug0.5.asm,haplotype2-0000451,26719,261,b1bddc43958ac24095580b44d62241f4
rTilRug0.5.asm,haplotype2-0000452,217463,262,2e3f225e1d05d47651eaf6c705e1a9ff
rTilRug0.5.asm,haplotype2-0000453,168563,263,d90a1e2d83485913ca270c917a6d475a
rTilRug0.5.asm,haplotype2-0000454,148807,264,aa309c0176620441c556204f21ba40fc
rTilRug0.5.asm,haplotype2-0000455,65863,265,2ce6f5842a3b7b65d978b2874152a32d
rTilRug0.5.asm,haplotype2-0000456,99872,266,ffb2bcf1c9b0abbc3f983038a664acd1
rTilRug0.5.asm,haplotype2-0000457,99882,267,a0484ba491a2cdce5004aea39bf53d2f
rTilRug0.5.asm,haplotype2-0000458,47841,268,cb507a0fbb1a7299b9a8c95b40568358
rTilRug0.5.asm,haplotype2-0000459,58162,269,51581b5d7cd95f7583f5a437bcec6dc8
rTilRug0.5.asm,haplotype2-0000460,65008,270,c4a2dbd4d8d737912fc793aac3e6700e
rTilRug0.5.asm,haplotype2-0000461,29395,271,4fa053ea34c0d2c59a0bb91f3d934f0a
rTilRug0.5.asm,haplotype2-0000462,497681,272,4788164f5ed55d6b42e5b65bfb79913c
rTilRug0.5.asm,haplotype2-0000463,45036,273,95a04de70b8985097dd8866740ea0d00
rTilRug0.5.asm,haplotype2-0000464,42244,274,f9041a008b1c76db4f8c1a99f2e8254d
rTilRug0.5.asm,haplotype2-0000465,129168,275,69ee012115a6486f151787d477a15868
rTilRug0.5.asm,haplotype2-0000466,97619,276,6bc511f1f152ae75f0b478dd47887f9b
rTilRug0.5.asm,haplotype2-0000467,30911,277,9c2bb117b1f685e5b3cac778254fb551
rTilRug0.5.asm,haplotype2-0000468,183854,278,8bd1b2600871c037a5d8a6f4627f8120
